병원명,업무구분,대표전화,주소,위도,경도,월요일 진료,화요일 진료,수요일 진료,목요일 진료,금요일 진료,토요일 진료,일요일 진료,공휴일 진료,일요일진료,데이터기준일자
우리한의원,응급의료기관 이외 > 한의원,031-417-8833,경기도 안산시 상록구 도매시장로 16 (이동),37.3084055,126.8578715,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,,2020-09-25
원소아청소년과의원,응급의료기관 이외 > 의원,031-438-0503,"경기도 안산시 상록구 건건로 122 (건건동, 402호(덕천빌딩))",37.3116198,126.9050771,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~14:00,-,-,,2020-09-25
이서울이비인후과의원,응급의료기관 이외 > 의원,031-416-7555,경기도 안산시 상록구 본삼로 51 (본오동),37.301036,126.8658662,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~15:00,-,-,,2020-09-25
본치과의원,응급의료기관 이외 > 치과의원,031-419-9777,"경기도 안산시 상록구 안산대학로 108 (일동, 4층)",37.3096339,126.8699087,10:00~19:00,10:00~20:30,10:00~19:00,10:00~19:00,10:00~19:00,10:00~14:00,-,-,,2020-09-25
연세사랑치과의원,응급의료기관 이외 > 치과의원,031-418-7528,"경기도 안산시 상록구 석호로 268, 2층 (본오동)",37.2934091,126.8602062,09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~13:00,-,-,,2020-09-25
이끄는치과의원,응급의료기관 이외 > 치과의원,031-406-7528,"경기도 안산시 상록구 도매시장로 26, 2층 (이동, 세진빌딩)",37.3092028,126.8587878,09:30~18:00,09:30~18:00,09:30~18:00,09:30~20:00,09:30~18:00,09:30~13:00,-,-,,2020-09-25
위내과의원,응급의료기관 이외 > 의원,031-419-8275,"경기도 안산시 상록구 본오로 124, 2층 (본오동)",37.2960173,126.8668337,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~16:00,-,-,,2020-09-25
안세치과의원,응급의료기관 이외 > 치과의원,031-406-4028,경기도 안산시 상록구 감골2로 39 (사동),37.290158,126.8540513,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~13:30,-,-,,2020-09-25
안산치과의원,응급의료기관 이외 > 치과의원,031-407-4047,"경기도 안산시 상록구 용신로 390 (본오동, 현대프라자)",37.301343,126.8655157,09:00~18:00,09:00~18:00,09:00~18:00,-,09:00~18:00,09:00~13:00,-,-,,2020-09-25
훼미리치과의원,응급의료기관 이외 > 치과의원,031-415-2875,"경기도 안산시 상록구 석호로 312, 3층 (본오동)",37.2932449,126.8652489,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~14:00,-,-,,2020-09-25
형치과의원,응급의료기관 이외 > 치과의원,031-419-2275,"경기도 안산시 상록구 감골1로 29 (사동, 상록수타운월드아파트 월드클리닉)",37.286765,126.85522,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,10:00~14:00,-,-,,2020-09-25
허브치과의원,응급의료기관 이외 > 치과의원,031-415-2228,"경기도 안산시 상록구 영화6길 26, 2층 (사동)",37.2803502,126.852124,09:30~18:30,09:30~18:30,09:30~20:30,09:30~18:30,09:30~18:30,09:30~14:00,-,-,,2020-09-25
행복한치과의원,응급의료기관 이외 > 치과의원,031-501-2875,"경기도 안산시 상록구 광덕1로 386, 407호 (이동, 캠퍼스타운)",37.3085363,126.8523223,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,,2020-09-25
해바라기치과의원,응급의료기관 이외 > 치과의원,031-417-8275,"경기도 안산시 상록구 부곡로 131, 1호 (부곡동)",37.3336314,126.8637378,10:00~18:00,10:00~18:00,10:00~20:00,10:00~18:00,10:00~18:00,09:30~13:00,-,-,,2020-09-25
해맑은치과의원,응급의료기관 이외 > 치과의원,031-408-0056,"경기도 안산시 상록구 성호로 120, 2층 (일동)",37.3147499,126.8609513,09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~12:30,-,-,,2020-09-25
한사랑치과의원,응급의료기관 이외 > 치과의원,031-438-7528,"경기도 안산시 상록구 각골로 74 (본오동, 2층)",37.2959607,126.8729871,10:00~19:00,10:00~20:30,10:00~19:00,10:00~20:30,10:00~19:00,10:00~14:00,-,-,,2020-09-25
한사랑우리치과의원,응급의료기관 이외 > 치과의원,031-417-7528,"경기도 안산시 상록구 광덕1로 341, 304호 (이동, 제스트프라자)",37.3071182,126.8477549,09:00~18:00,09:00~18:00,09:00~20:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,,2020-09-25
한마음치과의원,응급의료기관 이외 > 치과의원,031-407-2277,"경기도 안산시 상록구 광덕1로 376, 202호 (이동, 한대프라자)",37.3070127,126.8479523,10:00~18:30,10:00~20:00,10:00~18:30,10:00~18:30,10:00~18:30,10:00~13:30,-,-,,2020-09-25
센트럴치과의원,응급의료기관 이외 > 치과의원,031-406-2270,"경기도 안산시 상록구 해양1로 11, 204호 (사동, 안산고잔6차푸르지오)",37.2955646,126.8234831,10:00~18:30,10:00~18:30,10:00~18:30,10:00~18:30,10:00~18:30,09:30~14:00,-,-,,2020-09-25
세화치과의원,응급의료기관 이외 > 치과의원,031-417-2204,"경기도 안산시 상록구 상록수로 16, 2층 203호 (본오동, 우남센스빌)",37.3023419,126.8615716,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~14:00,-,-,,2020-09-25
하상윤치과의원,응급의료기관 이외 > 치과의원,031-408-2729,"경기도 안산시 상록구 샘골로 142, 202호 (본오동)",37.2963642,126.8633546,09:30~18:30,09:30~18:30,09:30~18:30,14:00~21:00,09:30~18:30,09:30~14:00,-,-,,2020-09-25
서울윌치과의원,응급의료기관 이외 > 치과의원,031-437-2887,"경기도 안산시 상록구 건건로 117 (건건동, 303호) (건건동)",37.3112724,126.904641,09:30~18:30,09:30~20:30,09:30~18:30,09:30~20:30,09:30~18:30,-,-,-,,2020-09-25
서울삼성치과의원,응급의료기관 이외 > 치과의원,031-407-2885,"경기도 안산시 상록구 샘골로 148 (본오동, 한미상가)",37.2969502,126.8633864,09:30~18:30,09:30~20:30,09:30~18:30,09:30~20:30,09:30~18:00,09:30~14:00,-,-,,2020-09-25
서울치과의원,응급의료기관 이외 > 치과의원,031-437-2875,"경기도 안산시 상록구 건건3길 5 (건건동, 센타프라자402호)",37.3080086,126.8504614,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~14:00,-,-,,2020-09-25
성모안과의원,응급의료기관 이외 > 의원,031-418-6001,"경기도 안산시 상록구 본삼로 51, 201호 (본오동, 리치스빌딩)",37.301036,126.8658662,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,-,-,,2020-09-25
송정신건강의학과의원,응급의료기관 이외 > 의원,031-501-1480,"경기도 안산시 상록구 상록수로 54, 303호 (본오동, 대동빌딩)",37.3021484,126.8659601,09:30~18:30,09:30~18:30,09:30~12:30,09:30~18:30,09:30~18:30,09:30~12:30,-,-,,2020-09-25
손이비인후과의원,응급의료기관 이외 > 의원,031-401-5458,"경기도 안산시 상록구 화랑로 513, 305,306호 (성포동, 스타프라자)",37.320646,126.844739,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~15:00,-,-,,2020-09-25
서울중앙의원,응급의료기관 이외 > 의원,031-407-1014,"경기도 안산시 상록구 평안로1길 14, 2층 (사동)",37.2834493,126.8478921,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~13:00,-,-,,2020-09-25
서울정신건강의학과의원,응급의료기관 이외 > 의원,031-437-0413,경기도 안산시 상록구 용신로 393 (본오동),37.3018474,126.865907,09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~14:00,-,-,,2020-09-25
희망의원,응급의료기관 이외 > 의원,031-406-5556,경기도 안산시 상록구 반석로 77 (본오동),37.2967539,126.8683836,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,,2020-09-25
서울이비인후과의원,응급의료기관 이외 > 의원,031-418-5522,경기도 안산시 상록구 광덕1로 376 (이동),37.3078722,126.8514632,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~14:00,-,-,,2020-09-25
서울성모의원,응급의료기관 이외 > 의원,031-407-1175,"경기도 안산시 상록구 구룡로 15, 2층 (일동)",37.3119372,126.8673799,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~13:30,-,-,,2020-09-25
수가정의학과의원,응급의료기관 이외 > 의원,031-503-8010,"경기도 안산시 상록구 광덕산3로 43, 1층 (월피동)",37.3348496,126.8463187,09:00~18:00,09:00~18:00,09:00~19:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,,2020-09-25
수암강서의원,응급의료기관 이외 > 의원,031-485-2754,"경기도 안산시 상록구 수인로 2012, 2층 (수암동)",37.3703537,126.8843346,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,-,-,,2020-09-25
현대외과의원,응급의료기관 이외 > 의원,031-437-8000,경기도 안산시 상록구 건건로 117,37.3112724,126.904641,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~13:00,-,-,,2020-09-25
현대내과의원,응급의료기관 이외 > 의원,031-407-2020,"경기도 안산시 상록구 샘골로 172, 203호 (본오동, 윤창빌딩)",37.2991613,126.8634659,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,-,-,,2020-09-25
현대가정의원,응급의료기관 이외 > 의원,031-415-0103,경기도 안산시 상록구 도매시장로 105-1 (일동),37.314956,126.8641115,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,-,-,,2020-09-25
열린문외과의원,응급의료기관 이외 > 의원,031-416-0714,"경기도 안산시 상록구 석호로 220 (사동, 2~4층)",37.2939213,126.8548345,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:00~13:00,-,-,,2020-09-25
연세우리의원,응급의료기관 이외 > 의원,031-408-8275,"경기도 안산시 상록구 항가울로 14-1, 2~3층 (사동)",37.2831236,126.8475723,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~15:00,-,-,,2020-09-25
한솔가정의학과의원,응급의료기관 이외 > 의원,031-415-0603,"경기도 안산시 상록구 샘골로 38, 2층 (본오동)",37.287296,126.8640256,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,,2020-09-25
한사랑의원,응급의료기관 이외 > 의원,031-501-2202,"경기도 안산시 상록구 본오로 64, 2층 (본오동)",37.2906939,126.8665628,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,,2020-09-25
참조은치과의원,응급의료기관 이외 > 치과의원,031-405-2873,"경기도 안산시 상록구 예술광장1로 124, 4층 403호 (성포동, 선경프라자)",37.3267075,126.8444642,09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~13:30,-,-,,2020-09-25
정영호치과의원,응급의료기관 이외 > 치과의원,031-413-7582,경기도 안산시 상록구 예술광장1로 94 (성포동),37.3264227,126.84704,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~14:00,-,-,,2020-09-25
연세성모의원,응급의료기관 이외 > 의원,031-502-7575,"경기도 안산시 상록구 부곡로 130 (부곡동, 연세성모의원)",37.3333106,126.8638449,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~14:00,-,-,,2020-09-25
참정형외과의원,응급의료기관 이외 > 의원,031-405-8278,"경기도 안산시 상록구 예술광장1로 16, 401~402호 (월피동, 칠성프라자)",37.3289781,126.8442948,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~16:00,-,-,,2020-09-25
참소아과의원,응급의료기관 이외 > 의원,031-487-2819,"경기도 안산시 상록구 월피로 31, 2층 202호 (월피동, 한양아파트 상가1동)",37.3322999,126.8482016,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~14:00,-,-,,2020-09-25
연세내과의원,응급의료기관 이외 > 의원,031-411-0090,"경기도 안산시 상록구 화랑로 514, 210,211호 (성포동, 주공아파트종합상가)",37.3201219,126.8448628,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,-,-,,2020-09-25
연세가정의학과의원,응급의료기관 이외 > 의원,031-437-1110,"경기도 안산시 상록구 건건1길 38 (건건동, 2층)",37.3037467,126.9017215,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,,2020-09-25
연세가정의학과소아과의원,응급의료기관 이외 > 의원,031-502-8275,"경기도 안산시 상록구 해양1로 11, 203,204호 (사동, 푸르지오6차 상가)",37.2955646,126.8234831,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~13:00,-,-,,2020-09-25
중앙안과의원,응급의료기관 이외 > 의원,031-486-0123,"경기도 안산시 상록구 화랑로 513, 3층 1,2,25~27호 (성포동, 스타프라자)",37.320646,126.844739,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~14:00,-,-,,2020-09-25
제일성모의원,응급의료기관 이외 > 의원,031-416-0375,"경기도 안산시 상록구 석호로 296, 1층 (본오동)",37.2933074,126.8634063,09:00~19:00,09:00~19:00,09:00~19:00,09:00~12:30,09:00~19:00,09:00~15:00,-,-,,2020-09-25
양세의원,응급의료기관 이외 > 의원,031-416-2776,경기도 안산시 상록구 석호로 184 (사동),37.2959969,126.8517194,09:00~19:00,09:00~20:00,09:00~19:00,09:00~19:00,09:00~20:00,09:00~15:00,09:00~13:00,09:00~13:00,Y,2020-09-25
용피부과의원,응급의료기관 이외 > 의원,031-419-1379,"경기도 안산시 상록구 본삼로 51, 304호 (본오동, 리치스빌딩)",37.301036,126.8658662,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~15:00,-,-,,2020-09-25
안산드림김안과의원,응급의료기관 이외 > 의원,031-408-0897,"경기도 안산시 상록구 상록수로 54 (본오동, 201호일부,203,204호)",37.3021494,126.8659217,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~15:30,-,-,,2020-09-25
안리숙내과의원,응급의료기관 이외 > 의원,031-501-8867,"경기도 안산시 상록구 감골로 59 (사동, 상록수타운월드아파트)",37.2868168,126.8542672,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~13:00,-,-,,2020-09-25
정정형외과의원,응급의료기관 이외 > 의원,031-409-3999,"경기도 안산시 상록구 용신로 432, 2층 (본오동)",37.3012293,126.8700593,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~15:00,-,-,,2020-09-25
정소아과의원,응급의료기관 이외 > 의원,031-418-8575,경기도 안산시 상록구 감골2로 40 (사동),37.2912857,126.8544695,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~14:00,-,-,,2020-09-25
정가정의원,응급의료기관 이외 > 의원,031-409-8248,경기도 안산시 상록구 샘골로 143 (본오동),37.2965832,126.8627998,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,-,-,,2020-09-25
상큼한치과의원,응급의료기관 이외 > 치과의원,031-415-2828,"경기도 안산시 상록구 본오로 142, 3층 (본오동)",37.2976102,126.8669057,10:00~21:00,10:00~19:00,10:00~21:00,10:00~19:00,10:00~19:00,10:00~14:00,-,-,,2020-09-25
상아치과의원,응급의료기관 이외 > 치과의원,031-403-2875,"경기도 안산시 상록구 예술광장1로 126, 201,301호 (성포동)",37.3268901,126.8441533,09:30~22:00,09:30~22:00,09:30~22:00,09:30~22:00,09:30~22:00,09:30~14:00,-,-,,2020-09-25
상록우리치과의원,응급의료기관 이외 > 치과의원,031-438-2884,"경기도 안산시 상록구 석호로 180, 1층 (사동)",37.2962292,126.8514215,10:00~18:30,10:00~18:30,10:00~18:30,10:00~18:30,10:00~18:30,10:00~13:00,-,-,,2020-09-25
튼튼백세한의원,응급의료기관 이외 > 한의원,031-689-3368,"경기도 안산시 상록구 월피로 22 (월피동, 현대2차A상가 2층제2호)",37.2915107,126.8549337,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~14:00,-,-,,2020-09-25
삼성큐치과의원,응급의료기관 이외 > 치과의원,031-415-2804,"경기도 안산시 상록구 본삼로 51, 402호 (본오동, 리치스빌딩)",37.301036,126.8658662,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,-,-,-,,2020-09-25
삼성키즈소아청소년과의원,응급의료기관 이외 > 의원,031-501-1722,"경기도 안산시 상록구 반석로 8 (본오동, 롯데마트 상록점 3층)",37.2965693,126.8619067,10:00~21:00,10:00~21:00,10:00~21:00,10:00~21:00,10:00~21:00,10:00~18:00,10:00~18:00,10:00~18:00,Y,2020-09-25
안산감동한의원,응급의료기관 이외 > 한의원,031-501-2020,"경기도 안산시 상록구 중보로 21, 2층 203호 (이동, 금강프라자)",37.3059636,126.8496773,09:00~20:30,09:00~19:00,09:00~20:30,09:00~19:00,09:00~19:00,09:00~15:00,-,-,,2020-09-25
부곡치과의원,응급의료기관 이외 > 치과의원,031-416-2994,"경기도 안산시 상록구 부곡로 124, 301호 (부곡동, 부곡프라자)",37.3328669,126.8636261,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~13:00,-,-,,2020-09-25
봄빛치과의원,응급의료기관 이외 > 치과의원,031-418-2822,경기도 안산시 상록구 성호로13길 2 (부곡동),37.3258352,126.8580105,10:00~19:00,10:00~20:00,10:00~19:00,10:00~20:00,10:00~19:00,10:00~13:00,-,-,,2020-09-25
본오중앙치과의원,응급의료기관 이외 > 치과의원,031-418-2275,경기도 안산시 상록구 반석로 118 (본오동),37.2962515,126.8729591,09:30~18:30,09:30~21:00,09:30~18:30,-,09:30~18:30,09:30~14:00,-,-,,2020-09-25
본오이사랑치과의원,응급의료기관 이외 > 치과의원,031-501-2804,"경기도 안산시 상록구 이호로 82-1, 2층 (본오동)",37.2867534,126.8657987,09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~20:00,09:30~15:00,-,-,,2020-09-25
본연합치과의원,응급의료기관 이외 > 치과의원,031-419-2835,"경기도 안산시 상록구 본오로 128 (본오동, 3층)",37.2964646,126.8668721,09:30~18:30,09:30~21:00,09:30~18:30,14:00~21:00,09:30~18:30,09:30~14:00,-,-,,2020-09-25
365속시원한가정의학과의원,응급의료기관 이외 > 의원,031-406-3677,"경기도 안산시 상록구 도매시장로 32, 2층일부~3층 (이동)",37.3095538,126.8591187,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,,2020-09-25
편한내과의원,응급의료기관 이외 > 의원,031-505-2222,"경기도 안산시 상록구 용신로 394, 502호 (본오동, 서해프라자)",37.3013326,126.8658787,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~16:00,09:00~13:00,-,,2020-09-25
팔곡한의원,응급의료기관 이외 > 의원,031-480-3078,"경기도 안산시 상록구 해안로 1351 (팔곡이동, 2층)",37.2904681,126.8864182,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~16:00,-,-,,2020-09-25
